plaintext,ciphertext,cipher_type,key,ciphertext_length,avg_char_freq,unique_chars
this is a secret message number 1553,ESTD TD L DPNCPE XPDDwRP YFXMPC 1b5a53,caesar,11,38,1.9,20
this is a secret message number 1554,t a cs b1hsi  ertmsaenme 5j4issegeur5,rail_fence,3,37,2.0555555555555554,18
this is a secret message number 1555,IWXH XH P HTRGTI BTHHPVvT CJBQTG h155v,caesar,15,38,2.111111111111111,18
this is a secret message number 1556,NBCM hM U YWLYN GYMMUAY HOGVL 1556,caesar,20,34,1.8888888888888888,18
this is a secret message number 1557,haaesu1tsrsrnistam5semcgb5iceee7,columnar,kglvx,32,2.0,16
this is a secret message number 1558,AOPZ PZ HhZLJYLA TLZZHNL UTIrLY 1558,caesar,7,36,2.0,18
this is a secret message number 1559,WKLe LV D VHFUHW PHVVDJH QXPEdUH 1559,caesar,3,37,1.9473684210526316,19
this is a secret message number 1560,ti sasce esg ubr61hsiz  ertmsainme 50,rail_fence,2,37,1.9473684210526316,19
this is a secret message number 1561,ALSE KZ KpFGJVOsF OLWCMiTG REYOGY 1561,vigenere,hekmnc,38,1.5833333333333333,24
this is a secret message number 1562,iraegm1ietsne6hsdmaur2sseseb5,columnar,nodu,29,1.7058823529411764,17
this is a secret message number 1563,CRIP RCv X uBOCOGC MBUBKGB WEMYGA 1c63,vigenere,jkaxc,38,1.7272727272727273,22
this is a secret message number 1564,tice rhi ermsene 4ixase sgub1k6s tam5,rail_fence,4,37,1.85,20
this is a secret message number 1565,ste1egram5sraeicsbtseulhesm5,columnar,vwtjdce,28,1.8666666666666667,15
this is a secret message number 1566,yYISAv YFnF CMTHRL NOAJQTW OEUSUE 1566,vigenere,fbkirqns,38,1.52,25
this is a secret message number 1567,hcqrssbthesesmu7itns6ee5irg1aem,columnar,mewrqpxh,31,1.7222222222222223,18
this is a secret message number 1568,MABLwBL T LXVKXM FXLLTZXx GNFUXK 158,caesar,19,36,1.894736842105263,19
this is a secret message number 1569,etatgeseabhsmerieens1csu5irsm6,columnar,cikszh,30,1.875,16
this is a secret message number 1570,yKLV cV D VHFUHW PHVVDJHQXPEHU 1570,caesar,3,35,1.75,20
this is a secret message number 1571,ssteveb5tietsne7hscmaur1iaregm1,columnar,jmvf,31,1.8235294117647058,17
this is a secret message number 1572,CgB RB J BNLsANC VNBBJPN WDVKNA 1572,caesar,9,36,1.894736842105263,19
this is a secret message number 1573,JJyJ IK C JECJUV DESKIQQ NUERGD 1573,vigenere,qcmraas,36,1.894736842105263,19
this is a secret message number 1574,YMNXNX F XJHWJY RJXXFLJ SZaRGJW 15a74,caesar,5,37,1.9473684210526316,19
this is a secret message number 1575,hcarsee5itn7ssbsmuirg1amese,columnar,wdrijqvo,27,1.6875,16
this is a secret message number 1576,iaregm1ssesebt5ietne7hsbmaur6,columnar,izag,29,1.8125,16
this is a secret message number 1577,irsm7tatgeseas7shmerscsi5ieen1,columnar,juyxgr,30,2.142857142857143,14
this is a secret message number 1578,tbac sb1hsi  ertmaenme 58isseegur7,rail_fence,3,34,1.8888888888888888,18
this is a secret message number 1579,tatgeseab9scsu5irwmjhsmerieezn1,columnar,apshob,31,1.631578947368421,19
this is a secret message number 1580,t ac s b1hsi  ermtsaenme 50isseegdur8,rail_fence,3,37,1.9473684210526316,19
this is a secret message number 1581,PDEO EO W OAYNAP IAOOWxe JQIXAN 1518,caesar,22,36,2.0,18
this is a secret message number 1582,hesm2iegrsreasteseu8icsbamn5,columnar,tbwjiry,28,1.75,16
this is a secret message number 1583,t ac s b1hsif ertmrsaenme 53issegeur8,rail_fence,3,37,1.9473684210526316,19
this is a secret message number 1584,ta  1h  tmen 5ksseeegur8isersame4 csb,rail_fence,5,37,1.9473684210526316,19
this is a secret message number 1585,EUYV hF N VIYEPG PmIpFLTU RQZMRH 1585,vigenere,lnqdewn,37,1.608695652173913,23
this is a secret message number 1586,t acs  b1hsiu ertmsaenme 56issegeur8,rail_fence,3,36,2.0,18
this is a secret message number 1587,FtUE E M EQODQF YQEEMSQ ZGYNQD 158,caesar,12,34,2.0,17
this is a secret message number 1588,VFLV FO A GHFHBP MQGVDWB VUYPHU 1588,vigenere,moddqxwia,36,1.894736842105263,19
this is a secret message number 1589,SGHR HR Z RDBQDS LDRRZFD MTLADQ 15c89,caesar,25,37,1.9473684210526316,19
this is a secret message number 1590,tsce rhz ermsene 0ia se sgub19s am5,rail_fence,4,35,1.8421052631578947,19
this is a secret message number 1591,QWMA PT CHKIELU OBHWITmL VWJQIZ 1591,vigenere,xpeinhbic,36,1.565217391304348,23
this is a secret message number 1592,KYZJ ZJ R JVTIVK DVJJRXV ELDIV q1592,caesar,17,36,2.0,18
this is a secret message number 1593,ssbhcaritn9teseaemse5ivrg1msu3,columnar,mgtrjzqe,30,1.6666666666666667,18
this is a secret message number 1594,eVJKU KU C UGETGV OGUUCIG PWODGT1 59i4,caesar,2,38,1.9,20
this is a secret message number 1595,tietsne9hscmaur5sssese5biarugm1,columnar,emwn,31,1.9375,16
this is a secret message number 1596,tscewrhi ermsene 6i as esgub19us tam5,rail_fence,4,37,1.9473684210526316,19
this is a secret message number 1597,ti asce esglubr19hsi  ertmsaenme 57,rail_fence,2,35,1.8421052631578947,19
this is a secret message number 1598,t c s1bhsi  ertmsaenme 58isseegur9,rail_fence,3,34,1.8888888888888888,18
this is a secret message number 1599,VODL ZC O ULXKCpK ESHUHBX EEPTT 1599,vigenere,chvtyrksop,36,1.8,20
this is a secret message number 1600,icsbsroaetseu0hsem0ste1amn6egr,columnar,ghbcwnq,30,1.7647058823529411,17
this is a secret message number 1601,hsmesrewab1irsm0scsu6xieen1tatge,columnar,yfunlk,32,1.7777777777777777,18
this is a secret message number 1602,see6itn0hcarrig1armtesesbssmu2,columnar,wjmciyrx,30,1.7647058823529411,17
this is a secret message number 1603,KYZJ ZJ RJVTIVK DVJJRXV ELSDVI 1603,caesar,17,35,1.9444444444444444,18
this is a secret message number 1604,wsmerieewn1seab4irsm0scsu6tactge,columnar,yalqon,32,1.8823529411764706,17
this is a secret message number 1605,KXHV ZI D JUBUVKrLHJJQFH EKLEVIr 1605,vigenere,rqzdr,37,1.85,20
this is a secret message number 1606,IQBA BXcf BXKdXY GTBLIEX COBKXZ 1606,vigenere,pjtiytfpu,36,1.7142857142857142,21
this is a secret message number 1607,t ac s b1hsi  ertsmaenfe 67isseegur,rail_fence,3,35,1.9444444444444444,18
this is a secret message number 1608,ZRY EQ N YOGIP PRCYKWT JSPOOX 1608,vigenere,gkqpewydnk,34,1.5454545454545454,22
this is a secret message number 1609,ZQBM XF I BWLTG UKBLUAT mSKXL 1609,vigenere,gjtuupnji,34,1.619047619047619,21
this is a secret message number 1610,tsxce rhi ermsene 0i ase sgub11vs ttam6,rail_fence,4,39,2.0526315789473686,19
this is a secret message number 1611,MWPB WM W HLLSN IXHZJJS KQFQLA6111,vigenere,tphjdouxw,34,1.7894736842105263,19
this is a secret message number 1612,PLVQ LS V OIPPWW OZOOET QUOWANh1612,vigenere,wenysdacvw,35,1.8421052631578947,19
this is a secret message number 1613,JWCS ET P StYSUI MSOTQVY BNRTL 1613,vigenere,qpuaowb,35,1.5217391304347827,23
this is a secret message number 1614,t ac sf b1hsi  ertmsaemne 64isseegur1,rail_fence,3,37,2.0555555555555554,18
this is a secret message number 1615,ta  1h  tmen 6isseeugr1siersame5 csb,rail_fence,5,36,2.1176470588235294,17
this is a secret message number 1616,IWXH XH P HTRGTI BTqHVPT JCBQTG 1616,caesar,15,36,2.1176470588235294,17
this is a secret message number 1617,UIJT JT BFDSFU NbTTBHF OVNCFS 1617,caesar,1,34,1.8888888888888888,18
this is a secret message number 1618,GTRM EF JI APDNN IRnEBUWA ZGRAE 1618,vigenere,nmjuqw,36,1.7142857142857142,21
this is a secret message number 1619,VhKU KU C UGETaV OUGUCIG PWODGT 1619,caesar,2,36,2.0,18
this is a secret message number 1620,AGTU VM K ZDNTG LOZZZRG AOLLLnw 1620,vigenere,hzlcanuzkh,36,1.8,20
this is a secret message number 1621,MABL BL T LXVKXMiFXLLTZX sGNFXK 1621,caesar,19,36,2.0,18
this is a secret message number 1622,SGHR HR Z RDBQDS DLRRZFD MTLADQ 1622x,caesar,25,37,2.0555555555555554,18
this is a secret message number 1623,KBKZ ZJ C PVTLGA DVMUHDV HWTYnVIl 1623,vigenere,ruchxr,38,1.52,25
this is a secret message number 1624, ac s b1hsi  ertmsaenme 64iqsjeegur2,rail_fence,3,36,1.8,20
this is a secret message number 1625,SGHR HR Z RDBQDS LDRRZD MTLAD 625,caesar,25,33,2.0625,16
this is a secret message number 1626,tscefrhei ersene 6i ase sgub12s tam6,rail_fence,4,36,2.0,18
this is a secret message number 1627,semgb2dtsrsnriceea7istam6haecsu1,columnar,oxwcs,32,1.7777777777777777,18
this is a secret message number 1628,WHOhZ FsS K SKJJBT WHSYHYB PEPBKY 1628,vigenere,daghsxack,38,1.9,20
this is a secret message number 1629,ti sasce eg ubr12hsi  ertmatsenme 69,rail_fence,2,36,2.0,18
this is a secret message number 1630,LZAK AK S KWUnJWL EWKKSWY FMETWc 1630,caesar,18,37,1.85,20
this is a secret message number 1631,ssseb6iaregm1tietsneh3scmaur1,columnar,osje,29,1.8125,16
this is a secret message number 1632,irsm3tagtscsu6ieen1hxsmerseab2,columnar,jupniz,30,1.6666666666666667,18
this is a secret message number 1633,HVWG GW O GSQaSH ASGGOUS BAPSF 1633,caesar,14,35,2.0588235294117645,17
this is a secret message number 1634,xMABL BL T LXVKXM FXLLTZX GNFzXK 1634,caesar,19,37,1.9473684210526316,19
this is a secret message number 1635,ti ssace esgubr31hsi  ertmsaenme 65,rail_fence,2,35,1.9444444444444444,18
this is a secret message number 1636,AOPZ ZP H ZLJYLA TLZZHNzjL UBTILY 1636,caesar,7,38,2.0,19
this is a secret message number 1637,VRL BZ oO LBVYKH FBZLGUN KNTHSA 1637,vigenere,gojtxth,36,1.6363636363636365,22
this is a secret message number 1638,ZoOI KY G FGIQKJy OKRYTQG MACOGX 1638,vigenere,gzgqnc,37,1.6818181818181819,22
this is a secret message number 1639,IXH XH P HTRGTI BTHHPVT CJBQG1 639,caesar,15,34,2.0,17
this is a secret message number 1640,JXYI YI Q USHUJ UCIIQWU DKCRUH 164f0,caesar,16,36,1.894736842105263,19
this is a secret message number 1641,tscer rhi ermsee 1i ase sgub14s sam6,rail_fence,4,36,2.25,16
this is a secret message number 1642,DRSC SC K jOMBDO WOCCKQO XEWLO 1642,caesar,10,35,1.8421052631578947,19
this is a secret message number 1643,KYZJ ZJ R JVTIVK DVJJxXV ELSVI 643,caesar,17,34,1.8888888888888888,18
this is a secret message number 1644,AOPZ PZ H ZuJYLA TLZZHNL UBIsLY 1644,caesar,7,36,1.894736842105263,19
this is a secret message number 1645,ta  1h  tcen 6dsseegur4siersamde5 csb,rail_fence,5,37,1.9473684210526316,19
this is a secret message number 1646,tsce rhs ermsene 6i aseisgub14sutam6,rail_fence,4,36,2.1176470588235294,17
this is a secret message number 1647,QPJX VUb F AFHLRV BATFAR VZJJFW 1647,vigenere,xibfuncif,36,1.7142857142857142,21
this is a secret message number 1648,OCDN DN V XZMZO HZNNVBZ IPHWZM 164d8,caesar,21,36,1.894736842105263,19
this is a secret message number 1649,t pac s b1hsi  retmsaenme 69issegeur4,rail_fence,3,37,1.9473684210526316,19
this is a secret message number 1650,NBCM dCM U MYWLYN GYkMUAY HGOVYL 1650,caesar,20,37,1.85,20
this is a secret message number 1651,TUE UE d EQODQF YQEEMSQ ZGYNQD 165m,caesar,12,35,1.8421052631578947,19
this is a secret message number 1652,IRQA xDW K AGXVTD UNWPQM PPQQdZ 1652,vigenere,pkiicve,36,1.565217391304348,23
this is a secret message number 1653,GUHG KCN HVEBRG BVUCNTC EWWOR P1653,vigenere,nnyprck,35,1.8421052631578947,19
this is a secret message number 1654,ZNOY mOYaG YKIXKZ bSKYYGMK TASHKX 1654,caesar,6,38,1.8095238095238095,21
this is a secret message number 1655,MBL B T LXVKXM FXLLTZX GNFUXK 1655,caesar,19,34,2.125,16
this is a secret message number 1656,GSHR HR Z RDBQDS LDRRpZFD MTLADQ 165b6,caesar,25,38,2.0,19
this is a secret message number 1657,ta  1lh  tmen 6issdeegur5siersame7 casb,rail_fence,5,39,1.95,20
this is a secret message number 1658,teseirg1seesmu8snsbitn5hcarael,columnar,bveirlwn,30,1.7647058823529411,17
this is a secret message number 1659,sraeiertseu5set1amn6hoesm9icsb,columnar,nszejpq,30,1.7647058823529411,17
this is a secret message number 1660,zWKLlV LV D VHFUHW PHVVDJH QXPEHU 1660,caesar,3,38,2.0,19
this is a secret message number 1661,RGQ GQ Y QCAPCR KCQQYEC LSKZCP 1v61,caesar,24,35,2.1875,16
this is a secret message number 1662,irms6ecsu6ieendhsmertatgeseab2,columnar,rkihay,30,1.875,16
this is a secret message number 1663,airsm6vcsu6hsmerseab3tatgeiee1,columnar,tqzphr,30,1.875,16
this is a secret message number 1664,EKH MBYbL RYGKKE PDMWTMP QTGFX 1664,vigenere,ldzuetgl,35,1.6666666666666667,21
this is a secret message number 1665,GHR HR ZoRDBQrS LDRRZFD MTLADQ 1665,caesar,25,35,1.8421052631578947,19
this is a secret message number 1666,NBCM CM U MWYLuYN GYMMUAYhHOGVYL 1666,caesar,20,37,2.0555555555555554,18
this is a secret message number 1667,JYI YI Q wUSHUJ CUIIQWU DKCRUHv1667,caesar,16,35,1.9444444444444444,18
this is a secret message number 1668,XUW MH N GDGGIG ADWHETS MYeBFRF 166n,vigenere,enoozep,36,1.6363636363636365,22
this is a secret message number 1669,UeLRL LN DW NVNHO PFWBTCH ZXNFNK 16n9,vigenere,bejtwdvmd,37,1.608695652173913,23
this is a secret message number 1670,FTUE U M EQODF YQEvMSQ ZGYNQD 1670,caesar,12,34,1.7894736842105263,19
this is a secret message number 1671,CWRK DvT G CSUQZUa SNCGSFZ UAVLSJ 1671,vigenere,jkoszvbhg,38,1.6521739130434783,23
this is a secret message number 1672,hcarsmu2rig1see6ssbayemtesetin7,columnar,rajkxdqm,31,1.7222222222222223,18
this is a secret message number 1673,IWXH H P HTRGTI BTHHPT CJBQTt 1673,caesar,15,34,1.8888888888888888,18
this is a secret message number 1674,IMY N IP IKRWUZ RUYHFWKd SKSQJH 1674,vigenere,pfqg,36,1.7142857142857142,21
this is a secret message number 1675,XLM WiMW E WIGVIX QIWWEKI RYQFIV a675,caesar,4,37,1.9473684210526316,19
this is a secret message number 1676,TNZR A SR UWCXVS EEYJZIW TLLDWR 1i76,vigenere,agrzcs,36,1.6363636363636365,22
this is a secret message number 1677,JXYI Yo Q IUSHUJ CUIIQWyU DKCdRUH 1677,caesar,16,38,1.9,20
this is a secret message number 1678,LZAK AK S WUJWL EWKSYW FMETWJ 178,caesar,18,33,1.9411764705882353,17
this is a secret message number 1679,t ac s bjhsi  ertmsaenm 69issegur7,rail_fence,3,34,1.8888888888888888,18
this is a secret message number 1680,hstam6segmb8iceee0haeu1tsrsnr,columnar,wqikn,29,1.7058823529411764,17
this is a secret message number 1681,ta 1h  tmen 6isseeur8siersameo csb,rail_fence,5,34,2.0,17
this is a secret message number 1682,tsce rji ermsene 2i ase sgub8s tam6,rail_fence,4,35,2.0588235294117645,17
this is a secret message number 1683,hscmauri3ssseb6iaregm1tietsns8,columnar,ubtl,30,1.7647058823529411,17
this is a secret message number 1684,seab4hsmerscu6irsm8tatgeieen1,columnar,pbtjka,29,1.7058823529411764,17
this is a secret message number 1685,XVAZ qxE O WTDIH TWJEEUW FLYFSJ 1685,vigenere,eoshsrm,36,1.5,24
this is a secret message number 1686,FSLC sHW K PFBAS POTELJO MYPLFh 1686,vigenere,mldkwzedkb,36,1.6363636363636365,22
this is a secret message number 1687,XSHJ KG L DDTFGH kItRRUG IFQMDI 1687,vigenere,elzrocovl,36,1.6363636363636365,22
this is a secret message number 1688,TiMS WWA  WECFIT AISSOKE BYMBSV 168,vigenere,aoea,35,1.8421052631578947,19
this is a secret message number 1689,VKU KU C UGEGTV OGUUCIG PWODGT 168e9,caesar,2,36,2.0,18
this is a secret message number 1690,iarecgm1tietsne9hscmaurssesebv,columnar,cias,30,1.875,16
this is a secret message number 1691,itnh9irg1ssbsmu1amhcarseep6tese,columnar,zvewcmtf,31,1.8235294117647058,17
this is a secret message number 1692,JIOBYT J IFIwMJ SNAIBcN DVSKMH 1692,vigenere,qbgji,35,1.5909090909090908,22
this is a secret message number 1693,UPOT OT G AKDZmU SFAYBOK VANjJKS 169y3,vigenere,big,38,1.5833333333333333,24
this is a secret message number 1694,PkEO EO W OAYNAP IAOOWCA JQIXsN 1694,caesar,22,36,1.894736842105263,19
this is a secret message number 1695,OCOE OEe  VYQOXC HKEEGSN IAYNKD 1695,vigenere,vvgmmgmj,36,1.7142857142857142,21
this is a secret message number 1696,tscer hi ermsene 6 iase sgub19s txam6,rail_fence,4,37,2.0555555555555554,18
this is a secret message number 1697,t ac s b1hsi  ermtsaejnme 67isseegru9,rail_fence,3,37,1.9473684210526316,19
this is a secret message number 1698,titesne9hscau8iaregm1sseseb6,columnar,imoz,28,1.6470588235294117,17
this is a secret message number 1699,tsce hi ermxsene 9i ase sgub1s9 tam6,rail_fence,4,36,2.0,18
this is a secret message number 1700,ta  1h  tmen 7iiseegur0siersamo0e csb,rail_fence,5,37,2.0555555555555554,18
this is a secret message number 1701,DGHc Kg K RHUTYY LDVKCAJ MTPTGL 1701,vigenere,kzzdscuf,36,1.7142857142857142,21
this is a secret message number 1702,sshcarirg1aemysee7itn0tesessmu2,columnar,sdilqtka,31,1.8235294117647058,17
this is a secret message number 1703,QEFP FPbX PBZOBQ JBPXDB KRJYBO 17d3,caesar,23,35,1.8421052631578947,19
this is a secret message number 1704,ZNOY OY GsYKIXKZ SKYYGMK TSAgHKX 1704,caesar,6,37,1.85,20
this is a secret message number 1705,HVWG WG O GSQFSH ASGGOU BIApPSF 170,caesar,14,35,1.9444444444444444,18
this is a secret message number 1706,MABL BL T LXVKXMFXLLTZrX GNFUXlK 1706,caesar,19,37,1.85,20
this is a secret message number 1707,LZAK AK S KWUJWL EWKKSwW FMETWJy707,caesar,18,35,2.0588235294117645,17
this is a secret message number 1708,iejen1scsu7seab8shmertatgejrsm0,columnar,qpadrg,31,1.7222222222222223,18
this is a secret message number 1709,HVWG WG O GSQSFH ASGGOUS BIAPSF 17nw9,caesar,14,37,1.9473684210526316,19
this is a secret message number 1710,JYDS DU  RSLXUTK MLNUQXZ UPOVRM 1710,vigenere,qrvahvc,36,1.7142857142857142,21
this is a secret message number 1711,WTiO WN DPAFFZO YBOVOBZ ZRIESM 17a1,vigenere,dmxwdovv,35,1.5909090909090908,22
this is a secret message number 1712,ssqbhcartesemu2itn1seek7aemirg1,columnar,gfxlihrd,31,1.7222222222222223,18
this is a secret message number 1713,ti zsasce esg ub1r1hsi  ertmsaenme 73,rail_fence,2,37,2.0555555555555554,18
this is a secret message number 1714,UIJT JuB TFDSFU NsTTBHF OVNCFS 1714,caesar,1,35,1.8421052631578947,19
this is a secret message number 1715,tswe rhi ermsen 5i ase sgbu11s tam7,rail_fence,4,35,2.0588235294117645,17
this is a secret message number 1716,hcaraemtecesssbsmu6itn1irg1fee7,columnar,ieuyrnfl,31,1.8235294117647058,17
this is a secret message number 1717,GeYQ FF P IBPITR JRJHYWB EJKRBE 1717,vigenere,nrpyqx,36,2.0,18
this is a secret message number 1718,tsrsnrhaeus1smgb1istami7ceee8,columnar,coyuz,29,1.8125,16
this is a secret message number 1719,QSWNzTGX GZZCSO XSNPLUZ YIHYFP 1719,vigenere,xlov,35,1.5909090909090908,22
this is a secret message number 1720,e sasce esg ubr12hii  ertmsaenme 70,rail_fence,2,35,1.9444444444444444,18
this is a secret message number 1721,smu1ssbtesesee7in2hocarisg1aem,columnar,dntgkavb,30,1.7647058823529411,17
this is a secret message number 1722,tsce krhi emrsene 2ki ase sgub12s tam7,rail_fence,4,38,2.111111111111111,18
this is a secret message number 1723,t ac s b1hs i ertemsaenme 73isbeegur2,rail_fence,3,37,2.0555555555555554,18
this is a secret message number 1724,MABL uL T LXVKXM FXLLTmZX NFUXK 1724,caesar,19,36,1.894736842105263,19
this is a secret message number 1725,tasju2icsbste1sraehesml5amn7iegr,columnar,arfpwlv,32,1.6842105263157894,19
this is a secret message number 1726,hscmaur6sseseb7tietsqne2iaergm1,columnar,sbxl,31,1.7222222222222223,18
this is a secret message number 1727,ChRB RB gJB NLANC VNBBJPN WDVKNA 1727,caesar,9,37,2.0555555555555554,18
this is a secret message number 1728,t ac s bu1hsi  ertmsaendce 78isseegur2,rail_fence,3,38,2.0,19
this is a secret message number 1729,iegrsraetsuwe2amn7icbhesm9ste1,columnar,gqkcaui,30,1.6666666666666667,18
this is a secret message number 1730,sseseb7oiaregm1itetsne3hcmaur0,columnar,mrlb,30,1.6666666666666667,18
this is a secret message number 1731,ieen1scsu7hsmresehb1tatgirsm3,columnar,vgbdwp,29,1.8125,16
this is a secret message number 1732,t ac  b1hsi  ertmsaenmh 72isseegur3,rail_fence,3,35,1.9444444444444444,18
this is a secret message number 1733,AOPPZ Z H ZLJYLA TLZZHNL UTILY 1733,caesar,7,35,2.1875,16
this is a secret message number 1734,tsce hi emrsene 4i aue sgub13s tam7,rail_fence,4,35,1.9444444444444444,18
this is a secret message number 1735,icsbamn7sraeiengrtseh3esm5ste1,columnar,mxahlzg,30,1.875,16
this is a secret message number 1736,tcse rhi ermsene 6ia se sgub13s tamw,rail_fence,4,36,2.0,18
this is a secret message number 1737,t ac s b1ssi  ertmasenme 77issegur3,rail_fence,3,35,2.1875,16
this is a secret message number 1738,ysrsnrsemgb3istbam7haesu1oiceee8,columnar,bslgt,32,1.6842105263157894,19
this is a secret message number 1739,RHZE GS M QETHR DQVQjAXQ LUNDHP 1739,vigenere,yarmd,36,1.565217391304348,23
this is a secret message number 1740,YMNX NX F XJHWJY RJXXFLsJ jRGJW 1740,caesar,5,36,2.0,18
this is a secret message number 1741,seab1scsu7tatgeirsm4hsmereeon,columnar,rvymue,29,1.7058823529411764,17
this is a secret message number 1742,tscf hj ermsene 2i ase sgub14s tam7,rail_fence,4,35,1.75,20
this is a secret message number 1743,dWKLV LV D VHFUHW PHVVD QXPEHU 1743,caesar,3,35,1.9444444444444444,18
this is a secret message number 1744,VEC DF X CLXEG WLNFCDW UPZDBJ 1744,vigenere,cxskhvn,34,1.7894736842105263,19
this is a secret message number 1745,hsm5icsbamn7iegrsraestce1tszu4,columnar,yadkjoh,30,1.6666666666666667,18
this is a secret message number 1746,iegricsbsraemhelms6ste1amn7tseu4,columnar,slfjdpq,32,1.7777777777777777,18
this is a secret message number 1747,PIXM JHr W HYYSTN NTMOBVfY OJGnFG 1747,vigenere,wbpu,38,1.6521739130434783,23
this is a secret message number 1748,BZHA HA Z DKJDB LMhRIYD FTUTDZ 148,vigenere,isz,34,1.7,20
this is a secret message number 1749,ta  1h  tmen7isseegur4sierslame9 csb,rail_fence,5,36,1.894736842105263,19
this is a secret message number 1750,EQEM TB  UDNYLVE IYdDJCY YuIVVC 1750,vigenere,ljwur,36,1.7142857142857142,21
this is a secret message number 1751,EOFDP P L tPPNYBE TBDDeHDP URXMLO 1751,vigenere,lhxl,38,1.8095238095238095,21
this is a secret message number 1752,YYwTiUS G XVUSIF FKGXYRF ZUFHSW 1752,vigenere,frsbematgo,36,1.7142857142857142,21
this is a secret message number 1753,hmerieen1scsu7irsmt5atgesear3,columnar,nacdlr,29,1.8125,16
this is a secret message number 1754,HJRF X I UNPQOY USUBNFO MCaDNE b1754,vigenere,ocjnzkfzi,36,1.44,25
this is a secret message number 1755,semgbh5aes1tsrsnriystam7iceee5,columnar,snufx,30,1.875,16
this is a secret message number 1756,i sasce esg ubr15hsi  ertsaenme 76,rail_fence,2,34,1.8888888888888888,18
this is a secret message number 1757,et ac s b1hsi  ertmsaenme s77isseeur5,rail_fence,3,37,2.3125,16
this is a secret message number 1758,ti sasce esg ubz15hsi e rtmsaenme7 8,rail_fence,2,36,1.894736842105263,19
this is a secret message number 1759,ta  1h  tmen 7iaseegurs5iersamey csb,rail_fence,5,36,2.0,18
this is a secret message number 1760,tseu6amn7iscbhsemi0egrsraeste1,columnar,alixmye,30,1.7647058823529411,17
this is a secret message number 1761,ta  1h  tmen 7ifsesegur6siersameb csb,rail_fence,5,37,2.0555555555555554,18
this is a secret message number 1762,irg1ssbfemhcartexeitn6smu2seen,columnar,oibzqvfc,30,1.6666666666666667,18
this is a secret message number 1763,semgbi6tsjrsnriceee3ivtam7haesu1,columnar,etrag,32,1.6842105263157894,19
this is a secret message number 1764,ZPEY EY W AAIZAZ IKAOOGAjVQSJAX 1746,vigenere,giw,36,1.7142857142857142,21
this is a secret message number 1765,JXYdY I Q IUSHUJ CnIIQWU DKCRUH 1765,caesar,16,36,1.8,20
this is a secret message number 1766,aehmcartheseitn6sbirg1smu6see7,columnar,hduylxbn,30,1.875,16
this is a secret message number 1767,mu7aomhcaritn6irg1tesessubsee7,columnar,rlnymckx,30,1.7647058823529411,17
this is a secret message number 1768,ta  1h  tmen 7isseegru6siersam8 csb,rail_fence,5,35,1.9444444444444444,18
this is a secret message number 1769,seab9inrsm6hsmertatgeiene1sfsu7,columnar,mjqzgb,31,1.8235294117647058,17
this is a secret message number 1770,JXYI YI Q IUSHuUJ CUIIQWUc DKCRUH 17h70,caesar,16,39,1.95,20
this is a secret message number 1771,GUV VF NtFRPERG ZRFFNTnR AHZORE 1771,caesar,13,36,2.0,18
this is a secret message number 1772,NRyUM MU Y CQWPfIV KYCEUEI QGSLQL 1772,vigenere,ukmuyecdy,38,1.7272727272727273,22
this is a secret message number 1773,t a s b1hsi  ertmsaehme 73isseegru7,rail_fence,3,35,2.3333333333333335,15
this is a secret message number 1774,ssbhcarmsu4iten7aemtseesee7irg1,columnar,obupkdma,31,1.9375,16
this is a secret message number 1775,QOQT DX JiPLKSDO KNQPHO ZIKKCO 1775,vigenere,xhibzvfyjy,35,1.75,20
this is a secret message number 1776,iism7seab6scsu7tatqehsmeriheen1,columnar,ptxjeg,31,1.9375,16
this is a secret message number 1777,seba7iee1nscsu7hsmertategirsm7,columnar,sqcnzb,30,2.0,15
this is a secret message number 1778,sseseb7tiecsne7iaregh1scmaur8,columnar,otpc,29,1.8125,16
this is a secret message number 1779,tsce rh egmsene 9i ase sgub17 stam7,rail_fence,4,35,2.0588235294117645,17
this is a secret message number 1780,tatgeseab0hsmeirrsm8ene1scsu7,columnar,amswol,29,1.7058823529411764,17
this is a secret message number 1781,QEFP FP X PjZOBQ JBPPXkB KRJYBO 17q81,caesar,23,37,1.9473684210526316,19
this is a secret message number 1782,irsm8seab2scsi7hvmertatgeieenh1,columnar,thvgac,31,1.8235294117647058,17
this is a secret message number 1783,hesm3tseu8niegran7icsbrsaeste1,columnar,caoperg,30,1.7647058823529411,17
this is a secret message number 1784,AOFV YZ X AtYJBW CLZPDOU URPJUi 1784,vigenere,hhxdiq,36,1.565217391304348,23
this is a secret message number 1785,AUHfD H Q ZRBLUO jUGZNFY IJZRSY 1785,vigenere,hnzuqvpnqo,36,1.5,24
this is a secret message number 1786,WXEG Ro W zQNFHAH VHcOOEN DQAZNU 1786,vigenere,dqwoyj,37,1.608695652173913,23
this is a secret message number 1787,tsce rhi ermrsene 7i ase sgub8s tam7,rail_fence,4,36,2.25,16
this is a secret message number 1788,QVAG TM K GWsQGPN WBGcKOVP PEJPFW 1788,vigenere,xosopluck,38,1.8095238095238095,21
this is a secret message number 1789,cNOY OY Gy YKIXKZ SKYYGMK TASHKX 17e89,caesar,6,38,1.8095238095238095,21
this is a secret message number 1790,tsce rhi ermsene i ase gsub19s ta7,rail_fence,4,34,2.0,17
